id,product_text,retailer,category
553,TW VALID FORMS,Kroger,not an item
554,PUB 160Z THRSTY CP,Publix,frozen foods
555,BLACK PEPPER,Kroger,"condiments, sauces & seasonings"
556,DDIANAS BANANAS,Publix,produce
557,EPPER BELL HH REDPC,Kroger,produce
558,SANDWCH BAGPC,Kroger,household essentials
559,E PLATES,Kroger,household essentials
560,BBAIS BEVERAGE PPC,Kroger,beverages
561,BBHBLAZ BUFCHKN,Publix,deli
562,BBHMAPLE CHKN BRST,Publix,deli
563,GRAPE TOMATO PPC,Kroger,produce
564,PSST HONEY,Kroger,"condiments, sauces & seasonings"
565,GR SVNS,Kroger,not an item
566,KKRO TORTCCHIPS,Kroger,"snacks, cookies, & chips"
567,BBOBEVNMASHED,Kroger,boxed meals
568,W ROOTBEER PPC,Kroger,beverages
569,WIITH UR LOW,Kroger,not an item
570,PPARSLEY,Kroger,produce
571,KRO BRKF MUFFIN,Kroger,baking
572,BUITONI PESTO,Kroger,grains & pasta
573,FSELBBY SPRINGMX,Kroger,produce
574,LIMITFONE,Kroger,not an item
575,KIT  KABOODLE,Kroger,pets
576,ALSAUCE,Kroger,"condiments, sauces & seasonings"
577,WT APL,Kroger,produce
578,NUTEMAID,Kroger,beverages
579,KRO PARMESAN CHEES,Kroger,dairy
580,T TPASTE,Kroger,health & wellness
581,LATRTLL YLW CRN T0,Publix,produce
582,BROC SLAW EATSMT,Publix,deli
583,NT ASPARAGUS,Kroger,produce
584,MUIR GLN CR TMBSL,Publix,frozen foods
585,LA ESP OLIVES,Kroger,"condiments, sauces & seasonings"
586,MEOWMMIX CAT F00D,Kroger,pets
587,KKRO BUTTER C,Kroger,dairy
588,Y00 H00 10PK,Kroger,dairy
589,SODA 2L 88,Kroger,beverages
590,MAGN SWTCCOND MILK,Publix,canned goods & soups
591,NACK TRAY,Kroger,"snacks, cookies, & chips"
592,DWAFPANCAKES,Kroger,frozen foods
593,KKROMAYO,Kroger,"condiments, sauces & seasonings"
594,KRO POLLOCK,Kroger,frozen foods
595,MAGGI SAUCE,Kroger,"condiments, sauces & seasonings"
596,GAIN FIREWORKS,Publix,household essentials
597,REYNOLD TRKY BAGS,Publix,household essentials
598,GGINGER R00T,Kroger,produce
599,PPRING CHEDDR CHEES,Publix,"snacks, cookies, & chips"
600,DURACELL C,Kroger,household essentials
601,KKRNL SSN SSNG,Kroger,"condiments, sauces & seasonings"
602,APPLE TURNOVER 2CT,Publix,bakery
603,STUFFED PEPPERS,Publix,produce
604,LIBERTE POMEGRANAT,Publix,dairy
605,CONT TOMSAUC,Kroger,"condiments, sauces & seasonings"
606,2 FOR 99,Kroger,not an item
607,HELUVA G00D F0NI0,Kroger,"snacks, cookies, & chips"
608,AVIAGS,Kroger,not an item
609,KRO BREAD CRMBS,Kroger,bakery
610,SC KROGER SAVIN S,Kroger,not an item
611,WT APL PNK LADY,Kroger,produce
612,RED ROBIN STK FRIE,Kroger,frozen foods
613,CROISSANTS 15 CT,Safeway,bakery
614,BBHHTAVERN HAM,Kroger,deli
615,1 4,Kroger,not an item
616,PED CHNKY BFBCHS,Kroger,pets
617,MICHMANCOTI,Kroger,frozen foods
618,GURT PPC,Kroger,dairy
619,PBX HAM  AM GNG,Publix,deli
620,KRO TTACO SSNG,Kroger,"condiments, sauces & seasonings"
621,ARABAR,Kroger,"snacks, cookies, & chips"
622,SAVE UPP T0,Kroger,not an item
623,KKRO VITDD WHLMILK,Kroger,dairy
624,KRO EGGS PPC,Kroger,dairy
625,KELL FRSTDMMINI,Kroger,breakfast & cereal
626,PROMO,Kroger,not an item
627,CHINETBVRAGE NAPK,Publix,household essentials
628,MBBOLOGNA,Kroger,deli
629,AGHETTIOS,Kroger,canned goods & soups
630,BEAR CREEK SOUP,Kroger,canned goods & soups
631,KR 2 SH CHD CHUNK,Publix,dairy
632,DDORIITOS,Kroger,"snacks, cookies, & chips"
633,JIFPPEANUTDBUTTER,Kroger,"condiments, sauces & seasonings"
634,PR JUICY JUICE,Kroger,beverages
635,VIITA C0C0 WTR,Publix,beverages
636,BENEFULDOG F00D,Kroger,pets
637,CAT FOOD,Kroger,pets
638,PBX PS 0R TKY BRS,Kroger,deli
639,NATR BLCKBRY PPC,Kroger,produce
640,SMPLE TRUTH DRSSNG,Kroger,"condiments, sauces & seasonings"
641,T SAVING8,Kroger,not an item
642,PER GLATSHELL,Kroger,not an item
643,FLA NATURAL,Kroger,beverages
644,CMFRTS BABY BATH,Kroger,baby & kids
645,HNDFL LOAF PAN,Kroger,household essentials
646,WT DELMBBANANAS,Kroger,produce
647,MER FUEL,Kroger,not an item
648,DDIETMOUNTAIN DE,Publix,beverages
649,ARGO BAKEPOWDR,Publix,baking
650,MCCORMICK COLORS,Publix,"condiments, sauces & seasonings"
651,HSFDS PASTRAMI,Publix,deli
652,HRML BCN BIT,Kroger,produce
653,LOUSIANA HOT SAUCEPC,Kroger,"condiments, sauces & seasonings"
654,PLAYBALL,Kroger,toys & games
655,ARMOOLUNCHMK,Kroger,"snacks, cookies, & chips"
656,KOERSWNS,Kroger,not an item
657,PRSL ENTRTNR CRKRS,Kroger,"snacks, cookies, & chips"
658,GGARLIC MINCED 8 0Z,Publix,canned goods & soups
659,KRO BUTFER,Kroger,dairy
660,KKRO DRINKMX,Kroger,beverages
661,TOMATO BASIL LENTL,Publix,canned goods & soups
662,STO APLSCE,Kroger,canned goods & soups
663,N SSG ROLL,Kroger,"meat, seafood, & poultry"
664,LAWRYS SEASON SALT,Publix,"condiments, sauces & seasonings"
665,SGDL RF MILK PC 2,Kroger,dairy
666,HRMLTKY PEP,Kroger,deli
667,SC SODA,Kroger,beverages
668,CARD SAVINNGS,Publix,not an item
669,PFARM TURNOVER,Publix,bakery
670,ZGS TIRAMISU,Kroger,frozen foods
671,177 FRITO LAY,Kroger,"snacks, cookies, & chips"
672,KKRO WTRCHSN,Kroger,"condiments, sauces & seasonings"
673,CHSPC,Kroger,dairy
674,HOTPOCKETDBEC,Publix,frozen foods
675,LIPTON,Kroger,beverages
676,KKRO GRANOLA BAR PPC,Kroger,"snacks, cookies, & chips"
677,PBX AMER SHPDSNGLS,Publix,dairy
678,PPUB 10 PPLATE,Publix,household essentials
679,TENN PRIDE,Kroger,"meat, seafood, & poultry"
680,CBAD MINI BFPRVLI,Kroger,canned goods & soups
681,N 0RE0,Kroger,"snacks, cookies, & chips"
682,OMMMS FC BACON,Kroger,"meat, seafood, & poultry"
683,KKRO SGR CONE,Kroger,bakery
684,PPILLSBURY FROSTING,Publix,baking
685,NNEW CILANTRO,Kroger,produce
686,CTO FOAM PLATE C,Kroger,household essentials
687,BBRWNY SPRKLE TWLS,Kroger,household essentials
688,PPROGRESSO SOUP C,Kroger,canned goods & soups
689,UNCLE BEN BOIL BAG,Publix,grains & pasta
690,CASBACK,Kroger,not an item
691,FRENCHS KETCHUP,Kroger,"condiments, sauces & seasonings"
692,PPUBLIX CHOC SYRUP,Publix,"condiments, sauces & seasonings"
693,M HNY HAM,Kroger,deli
694,GLIVES PLUS CARE,Publix,pets
695,LACROIX APPL BERRY,Publix,beverages
696,PBX BNLS BREASTT,Publix,"meat, seafood, & poultry"
697,DDELM CORN PPC,Kroger,canned goods & soups
698,EACH MONTH,Kroger,not an item
699,SENIOR DISCOUNT,Publix,not an item
700,BBUSHHBEANS,Kroger,canned goods & soups
701,W ROLLS,Kroger,bakery
702,SEE WEBSITE FOR OFFICIAL,Kroger,not an item
703,BBNJR ICE CRM PPC,Kroger,frozen foods
704,FUEL POOINTS THIS ORDER,Kroger,not an item
705,DEBIT PURCHAS,Kroger,not an item
706,THOMAS CIN SRL BG,Publix,bakery
707,YOU AVED,Kroger,not an item
708,CHIPMATES,Kroger,"snacks, cookies, & chips"
709,BRHD SANDWCH,Kroger,deli
710,PRDU CHKN BRSTTTNDPC,Kroger,"meat, seafood, & poultry"
711,BBG K CIITRUS DROP,Kroger,beverages
712,LNFCGRK CRUNCHH,Kroger,dairy
713,PSSTFSUGAR,Kroger,baking
714,PPLBRY TSTR STRUDELPC,Kroger,frozen foods
715,HERDEZ VRDE SALSA,Kroger,"snacks, cookies, & chips"
716,BBRHD TVN HAM,Kroger,deli
717,10 FOR 1000,Publix,not an item
718,KOE SWNS,Kroger,not an item
719,WT BBANANS,Kroger,produce
720,RRASPBRRY FRUITSTRP,Publix,"snacks, cookies, & chips"
721,KNORR CHED BROC,Publix,grains & pasta
722,CCNTBLS ICE CREAM,Kroger,frozen foods
723,E YOGURTT,Kroger,dairy
724,PRSL PEPPERONI,Publix,deli
725,STDDIAPERS,Kroger,baby & kids
726,AE RSPBRY APPLE,Publix,beverages
727,GLTT VNS RAZOR,Kroger,beauty & grooming
728,DDLKB SALAD PPC,Kroger,produce
729,BARILLA SPICY MAR,Publix,"condiments, sauces & seasonings"
730,KKRO CHS,Kroger,dairy
731,SAVTNGS,Kroger,not an item
732,KRO BLEACHH,Safeway,household essentials
733,LOBSTER TAILS,Publix,"meat, seafood, & poultry"
734,BBTYC FROSTING PPC,Kroger,baking
735,TABASCO HOTSAUCE,Kroger,"condiments, sauces & seasonings"
736,PC KRO BACON,Kroger,"meat, seafood, & poultry"
737,LUABR,Kroger,"snacks, cookies, & chips"
738,VVINGS,Kroger,not an item
739,FG PEC PCS TOPPING,Publix,produce
740,CHUCK STEAK BNLS,Kroger,"meat, seafood, & poultry"
741,DELM SPINACHH,Kroger,produce
742,JRTO LIME SODA,Kroger,beverages
743,DDEBIT 1,Kroger,not an item
744,RRLBSTR,Kroger,bakery
745,BLUE DIAMOND ALMND,Kroger,produce
746,CSDTTTOMATO,Kroger,produce
747,PBX H AMERICAN,Publix,dairy
748,GGNTFROZEN VEG,Kroger,frozen foods
749,JUST FOR U SAVINGS,Safeway,not an item
750,WT GREEN ASPARAGUS,Safeway,produce
751,HF CVR RSTR,Kroger,household essentials
752,H JUICE,Kroger,beverages
753,AQUAFINA ATER,Publix,beverages
754,PC POWERADE,Kroger,beverages
755,TRISCUITVNGRBASL,Publix,"snacks, cookies, & chips"
756,ST CASHEWS RS,Publix,produce
757,M WLDBRRY MUFFIN,Publix,baking
758,750 99999,Kroger,not an item
759,NT BANANA ORGNC,Kroger,produce
760,GM GOLDEN,Kroger,breakfast & cereal
761,UNCBN RICE,Kroger,grains & pasta
762,1 8 5 FOR 500,Publix,not an item
763,2 FOR 3300,Kroger,not an item
764,STWBRY ORG PPC,Kroger,produce
765,SKYLINE CHILI,Publix,canned goods & soups
766,KRO VN CHO TP CONEPC,Kroger,dairy
767,SALMON KETA,Publix,frozen foods
768,CAPTCHC VAR PACK,Publix,breakfast & cereal
769,PUBLIX PASTRY,Publix,bakery
770,RMRCH RMN NOODLE,Kroger,grains & pasta
771,AQSR SALMON PPC,Kroger,"meat, seafood, & poultry"
772,CALIFORNIA ROLL,Kroger,"meat, seafood, & poultry"
773,S SNCK,Kroger,"snacks, cookies, & chips"
774,STO BEEF JERKY,Kroger,"snacks, cookies, & chips"
775,CHK BREASTBLSL PPC,Kroger,"meat, seafood, & poultry"
776,L COCOA KRSP,Kroger,breakfast & cereal
777,MPGR DRESSING,Kroger,"condiments, sauces & seasonings"
778,JHNSNVLBRAT,Kroger,"meat, seafood, & poultry"
779,KKROGER STORAGE BAGPC,Kroger,household essentials
780,HEINZ CIDER VINEGR,Publix,"condiments, sauces & seasonings"
781,4500 SAVINGS,Kroger,not an item
782,JD FRESH PATTIES,Publix,"meat, seafood, & poultry"
783,MEATBL,Kroger,frozen foods
784,WLF CHILI,Kroger,canned goods & soups
785,CHHANGEE,Publix,not an item
786,KKC MSTRPCEEBBQ,Kroger,"condiments, sauces & seasonings"
787,KRO CHILD CGHCLD,Kroger,baby & kids
788,TOOTAL,Kroger,not an item
789,STFR CKN ND,Kroger,frozen foods
790,0JNFC,Publix,beverages
791,PUBLIX SWEET PEAS,Publix,frozen foods
792,TM6S PIZZA,Kroger,frozen foods
793,BKRY DONUTT,Kroger,bakery
794,TOT RCE NDL,Kroger,grains & pasta
795,KRO MARIINADE,Kroger,"condiments, sauces & seasonings"
796,TFYN WHL WHT PITA,Publix,bakery
797,LLIPTON TEABBAGS,Publix,beverages
798,ENFER,Kroger,baby & kids
799,DDIAL WT VITE,Publix,beauty & grooming
800,QKER BFAST FLATS PPC,Kroger,breakfast & cereal
801,1 2 FOR 145,Kroger,not an item
802,ACTN FIGURES,Kroger,toys & games
803,G2 LEMON LIME 320Z,Publix,beverages
804,R DIET,Kroger,beverages
805,PSST ND CRMR,Kroger,dairy
806,ALL POWERCORE PACS,Publix,household essentials
807,KRO CHEESEE PPC,Kroger,dairy
808,FRSK CAT FD,Kroger,pets
809,EMERALD CHOC PNB,Kroger,produce
810,TYSON STEAK FINGER,Publix,frozen foods
811,KRO TTISSUE,Kroger,household essentials
812,KRO QUINOA,Kroger,grains & pasta
813,HRML CHICKEN,Kroger,deli
814,BRHD PPR JCK,Kroger,dairy
815,CLOROX AUTO TOILET,Publix,household essentials
816,BBH VT YEL CHEDDAR,Publix,"snacks, cookies, & chips"
817,EBT FOD,Kroger,not an item
818,KRO YOGJRT,Kroger,dairy
819,S JELLY,Kroger,"condiments, sauces & seasonings"
820,THAIKT CCNTMILK,Kroger,canned goods & soups
821,PEPSL COLA,Kroger,beverages
822,A THE CREDITOR AND ISSUER,Kroger,not an item
823,RBR BAR,Kroger,"snacks, cookies, & chips"
824,LANCECRACKERS,Kroger,"snacks, cookies, & chips"
825,CCHANGE,Publix,not an item
826,PFPRINCESS GLDFSHH,Publix,"snacks, cookies, & chips"
827,SSC KKROEER SAVINGS,Kroger,not an item
828,PED CHKNY TRKYBCN,Publix,"meat, seafood, & poultry"
829,HRML SAUSAGE,Kroger,"meat, seafood, & poultry"
830,ANDYS FRIES,Kroger,frozen foods
831,GRAPE CRAN CKTPC,Kroger,beverages
832,Y GRND,Kroger,"meat, seafood, & poultry"
833,TIONER,Kroger,beauty & grooming
834,FNTV GUACAMOLE,Kroger,"snacks, cookies, & chips"
835,1 SFFOR 500,Publix,not an item
836,KRO CHKN SSNG,Kroger,"condiments, sauces & seasonings"
837,ORGANIC ANJOU 2LB,Publix,produce
838,150,Kroger,not an item
839,G00D THINS,Kroger,"snacks, cookies, & chips"
840,P0LLY0 MOZZARELLA,Publix,dairy
841,1 2 FOR 379,Kroger,not an item
842,SKM,Kroger,dairy
843,KNGR PKT BRD,Kroger,bakery
844,CLHS ICE CREAM,Kroger,frozen foods
845,SECURE PIN T0 VERIFW WOUR,Kroger,not an item
846,THINKTHIN CRMY PB,Publix,"condiments, sauces & seasonings"
847,DDOLE PINEAPPLE CHU,Kroger,canned goods & soups
848,SMFD PK SSG NTRL,Kroger,"meat, seafood, & poultry"
849,YOPLAIITTYOGURTT,Kroger,dairy
850,WT ONION YLW COLOSS,Kroger,produce
851,H POPN CKN,Kroger,frozen foods
852,JD HNS TKY LINKS,Publix,"meat, seafood, & poultry"
853,KOER SAINS,Publix,not an item
854,WT BANFNAS,Kroger,produce
855,DELMNT RUITBURSTSPC,Kroger,"condiments, sauces & seasonings"
856,NROGER SAVINGS,Kroger,not an item
857,PRODUCE FS,Kroger,produce
858,BIG K CITRUS DROPPC,Kroger,beverages
859,TURKEY HILLL 0R SHELL 0N,Kroger,beverages
860,SNGGLDRYR SHTS PPC,Kroger,household essentials
861,PRIDE CATFOOD,Kroger,pets
862,KKRGR SAVINS,Kroger,not an item
863,STO THYME,Kroger,produce
864,BBFG PIE,Kroger,frozen foods
865,WLTE LNDRY DTRGNT,Kroger,household essentials
866,KRO SHRED CHEESE KT,Kroger,dairy
867,PPINEAPPLE CHKS SM,Kroger,canned goods & soups
868,CRUSH GELATIN MIX,Kroger,"snacks, cookies, & chips"
869,A BARS,Kroger,"snacks, cookies, & chips"
870,CCHASE,Kroger,not an item
871,PUB LEMONJUCE,Publix,"condiments, sauces & seasonings"
872,DLX DAIRY DSRTPC,Kroger,frozen foods
873,CARMEX LIPBBALM,Kroger,health & wellness
874,EGG NOG,Kroger,dairy
875,GER APPLESCHICKEN,Publix,baby & kids
876,PUB TKDS BAGS,Publix,household essentials
877,IPATING ITEMS,Kroger,not an item
878,ENTERTTHETHIN 7,Kroger,not an item
879,WHEATTTHINS,Kroger,"snacks, cookies, & chips"
880,KRO CURRY PWDR,Kroger,"condiments, sauces & seasonings"
881,MONSTER JAVA MEAN,Publix,beverages
882,WIITHOUR L,Kroger,not an item
883,KRO BLACK PEAS,Publix,canned goods & soups
884,Y SPINACHH,Kroger,produce
885,TANG DRNKMX,Kroger,beverages
886,EL MNTRY CHMCHANGAPC,Kroger,frozen foods
887,PIZZA C,Kroger,frozen foods
888,KRO TOASTER TREATT,Kroger,breakfast & cereal
889,FUELPOINIS THIS ORDER,Kroger,not an item
890,KKROGER SAVIN,Kroger,not an item
891,REDEEEM 100PTTS T0 SAVE,Kroger,not an item
892,PPUB HD FORKS,Publix,household essentials
893,CARMEX LIPBALM,Kroger,health & wellness
894,WT APPLES REDDEL,Kroger,produce
895,4FFOR 300,Publix,not an item
896,R CHS,Kroger,dairy
897,EMATE CREAMER,Kroger,dairy
898,COLG TTL THPSTE,Kroger,health & wellness
899,L TLHS MORSEL,Kroger,candy & gum
900,HELLMANN S WEV00,Publix,"condiments, sauces & seasonings"
901,KELL SK CRISP CINN,Publix,breakfast & cereal
902,BENGZR MAX,Kroger,household essentials
903,WT SQUASH ZUCCH C,Kroger,produce
904,DIIETCOKE,Kroger,beverages
905,KBLR TST PB CRKRS,Publix,"snacks, cookies, & chips"
906,N CASSRL,Kroger,boxed meals
907,OTHPASTE,Kroger,health & wellness
908,GRMT SSNG,Kroger,"condiments, sauces & seasonings"
909,ZICO CCNT WTR PPC,Kroger,beverages
910,EAGLECONDENSE MLK,Publix,canned goods & soups
911,MOLV PICKLES PPC,Kroger,"condiments, sauces & seasonings"
912,DOM CONFCT SUG 10X,Publix,baking
913,BANQ CKN NUG,Kroger,frozen foods
914,STO TURMERIC,Kroger,"condiments, sauces & seasonings"
915,GOODY POWDER,Kroger,beauty & grooming
916,BBLTH GOODNESS,Publix,beverages
917,VDKP FSH FLT,Kroger,frozen foods
918,REEDEEEM 100PTS TTO SAVE,Kroger,not an item
919,ORGNC VLLY CHEESE,Kroger,dairy
920,WISHBONE RIST ITAL,Publix,"condiments, sauces & seasonings"
921,PURE LEAF UNSWEET,Publix,beverages
922,DDGREMEN,Kroger,beauty & grooming
923,PUBLIX HD FOIL 12,Kroger,household essentials
924,HRST 15 BEAN,Kroger,canned goods & soups
925,MARGHME SEAS PEA,Publix,"condiments, sauces & seasonings"
926,K ALMMMLK,Kroger,dairy
927,PPRSL SWS CHS,Kroger,dairy
928,KRO SPKLG WATER PPC,Publix,beverages
929,096 LB,Kroger,"meat, seafood, & poultry"
930,C FORMULA,Kroger,baby & kids
931,GG BNLS CHK FILLET,Publix,"meat, seafood, & poultry"
932,KKRO WHEATTTORTILLA,Kroger,bakery
933,FRUITTBOWL,Kroger,canned goods & soups
934,GGNT GREEN BEAN GFPC,Kroger,frozen foods
935,DRESSING C,Kroger,"condiments, sauces & seasonings"
936,STFR BKD CKN,Kroger,frozen foods
937,CHANOE,Kroger,not an item
938,1 G 2 FOR 300,Publix,not an item
939,THPASTE,Kroger,health & wellness
940,VLASIC SWTRELISHH,Publix,"condiments, sauces & seasonings"
941,D LASAGNA,Kroger,grains & pasta
942,0M P3 HAM SHRP ALM,Publix,"snacks, cookies, & chips"
943,BBHHARD SALAMI,Publix,deli
944,PHILLY GOURMETSTK,Publix,frozen foods
945,BBH VERROASTCCHKN,Publix,frozen foods
946,WT TOMATOES 0N VIINE,Safeway,produce
947,Z APPLESCE,Kroger,canned goods & soups
948,SKINTIMATE SHV GEL,Kroger,beauty & grooming
949,STO 100 APL JCE,Kroger,beverages
950,FRAGRANCE BAR,Kroger,beauty & grooming
951,K0 WATER,Kroger,beverages
952,HTISSUE,Kroger,household essentials
953,ELM PEAS,Kroger,frozen foods
954,PRSL SWISS,Kroger,dairy
955,SEEDLESSGRAPES,Publix,produce
956,KMARGRNE,Kroger,dairy
957,ROND GRLC HERB SPR,Publix,dairy
958,BBABY ARUGULA,Publix,produce
959,PRSL FRZN FRUIT,Kroger,frozen foods
960,TAZO LATTE,Kroger,beverages
961,CHHANNGGE,Kroger,dairy
962,STGRND TRK,Kroger,"meat, seafood, & poultry"
963,SOURCRM PPC,Kroger,dairy
964,MARTHA WHTCRNBRD,Kroger,bakery
965,KRRAFTMAC,Kroger,grains & pasta
966,BUSHHBEANS,Kroger,canned goods & soups
967,HAM STEAKS,Kroger,"meat, seafood, & poultry"
968,KRO TACO SHELL,Kroger,boxed meals
969,TINABURRIITO,Kroger,frozen foods
970,BANANAS C,Kroger,produce
971,K SYRUP,Kroger,"condiments, sauces & seasonings"
972,PED CCUTS WBEEF,Safeway,pets
973,PBX CLASSIC HUMMUS,Kroger,"snacks, cookies, & chips"
974,KRO VEG MIX,Kroger,frozen foods
975,CHK BRST KNLS BL,Kroger,"meat, seafood, & poultry"
976,PRSL YGRT PPC,Kroger,dairy
977,BH GC 0R CHIC BRST,Kroger,deli
978,KKRO MX NUTS,Kroger,produce
979,CKPFMEATBALLS PPC,Kroger,frozen foods
980,0 TACO SSNG,Publix,"condiments, sauces & seasonings"
981,FRISK IES CAT F00D,Kroger,pets
982,STONEFIRE NAAN ORG,Publix,bakery
983,DM DICED POTATOES,Publix,canned goods & soups
984,PUBLIX ICE CRCONE,Publix,frozen foods
985,PPUB LEMLIME SELTZ,Publix,beverages
986,LLINDTMC EGG,Kroger,dairy
987,BANQ CKN STRIPS,Kroger,frozen foods
988,FUEL PINTS THIS MONTH,Kroger,not an item
989,STO BABY F00D PPC,Kroger,baby & kids
990,PIE CRUST,Kroger,bakery
991,CAASH,Kroger,not an item
992,YOG ORG,Kroger,dairy
993,MCCO GRAVY,Kroger,"condiments, sauces & seasonings"
994,KRO TOMATO PUREE,Kroger,canned goods & soups
995,MS PEANUTT,Publix,candy & gum
996,HORMEL CHKN BREAST,Publix,frozen foods
997,KRO RF CRACKERS,Kroger,"snacks, cookies, & chips"
998,PUBCCRESCENT,Kroger,bakery
999,E RSPBRY,Kroger,produce
1000,2 069,Kroger,not an item
1001,GILLETTE SATIN GELPC,Kroger,beauty & grooming
1002,LA PREF GREEN CHIL,Publix,"condiments, sauces & seasonings"
1003,HERBAL ESS STYLING,Publix,beauty & grooming
1004,WT POTATO YUKON GOLD,Kroger,produce
1005,CANADIAN BCN,Kroger,"meat, seafood, & poultry"
1006,DDASANI SPRKLNG WTRPC,Kroger,beverages
1007,GRBNZO BEAN,Kroger,canned goods & soups
1008,PIZZA CRUST,Kroger,frozen foods
1009,HENRYS HARD GINGER,Publix,beverages
1010,ALPO PR SL CHICK,Publix,pets
1011,NBSC 0RE0 CINNMN,Kroger,"snacks, cookies, & chips"
1012,GUAC PICO DM,Publix,"snacks, cookies, & chips"
1013,3500 SAVINGS,Kroger,not an item
1014,SAR OTB SHPCCHD SHH,Publix,dairy
1015,PEAS PPC,Kroger,frozen foods
1016,RED RASPBRY 12 0Z,Safeway,beverages
1017,SAUSAGELINKS,Kroger,"meat, seafood, & poultry"
1018,NOOSABLUEBRY 80Z,Publix,dairy
1019,ST FLXSEED MEAL,Kroger,baking
1020,PGPR CH BRST PPC,Kroger,"meat, seafood, & poultry"
1021,KKOER SAVINS,Publix,not an item
1022,KRO PIE SPICE,Kroger,"condiments, sauces & seasonings"
1023,W TEN R00T BEER,Kroger,beverages
1024,TOSTITOS QUESO PPC,Kroger,"snacks, cookies, & chips"
1025,PREM BROWNIE,Kroger,baking
1026,BH TURKEY WHL SUB,Publix,deli
1027,REEDEEEM 100PTS T0,Kroger,not an item
1028,PIL BRWNICHOC FUD,Publix,bakery
1029,WT BEGGPLANT,Kroger,produce
1030,2 FOR 289,Kroger,not an item
1031,MARUCHHOT SPICY,Publix,canned goods & soups
1032,TURKEY HILL LMNADE,Kroger,beverages
1033,PLAIN BAGELS 4CT,Kroger,bakery
1034,JDBREAKFASTBOWL,Publix,frozen foods
1035,X TAMPONS,Publix,health & wellness
1036,STORAGE,Kroger,household essentials
1037,PUBLIX NSA BLUEBER,Publix,dairy
1038,CHEFSAMPLER A,Publix,canned goods & soups
1039,FZ ROLL,Kroger,frozen foods
1040,KRAFTCCATALINA DRS,Publix,"condiments, sauces & seasonings"
1041,ECPN COCACOLA,Kroger,beverages
1042,LBTPARTY CK MUFFF,Publix,bakery
1043,BBANQ CKNNUG,Kroger,frozen foods
1044,RNBW TWIRLS,Kroger,grains & pasta
1045,ARMR LNCHMK,Kroger,"snacks, cookies, & chips"
1046,WT ONIIONS SWEEET,Kroger,produce
1047,DDXIE PAPER PLATE,Publix,household essentials
1048,SNACKSTERS,Kroger,"snacks, cookies, & chips"
1049,YOPLAITYOGURT C,Kroger,dairy
1050,MSHRM STUFFED,Kroger,frozen foods
1051,3 QTY BULK DONUT,Safeway,bakery
1052,WT KALE BUNCH,Kroger,produce
1053,1 2 FOR 395,Kroger,not an item
1054,KRFT OLD ENG,Kroger,dairy
1055,CLGTON THE G0 MX,Kroger,beverages
1056,RDU CHICKEN,Kroger,"meat, seafood, & poultry"
1057,KOER SWINGS,Kroger,not an item
1058,SURCRM,Kroger,dairy
1059,LIMIT 0NE50 FUELPT BONUS PER,Kroger,not an item
1060,JVL CKD ORGNL BFST,Publix,"meat, seafood, & poultry"
1061,HRZN YOGURT,Kroger,dairy
1062,KRO IMTCRAB,Kroger,"meat, seafood, & poultry"
1063,BELVITA DRK CHOCLT,Publix,breakfast & cereal
1064,TSTCRNCH,Kroger,breakfast & cereal
1065,CONTTACT YOUR FIINANCIIAL,Kroger,not an item
1066,PRCE CHS SPRD,Kroger,"snacks, cookies, & chips"
1067,CILANRO,Publix,produce
1068,CAGT BLUEBRY PPC,Kroger,produce
1069,KR SINGLEAMERICAN,Publix,dairy
1070,KENTUCKY 60 TAX,Kroger,not an item
1071,WATER ROLLS,Kroger,bakery
1072,PUB PREM CIN BAGEL,Publix,bakery
1073,WTT APL CRIPPS PINK,Kroger,produce
1074,KRO ENERGY SHOT,Kroger,beverages
1075,FRITOLLAY,Publix,"snacks, cookies, & chips"
1076,BBRHD SML BOL,Kroger,deli
1077,7THGENDISHH,Publix,household essentials
1078,RAGUTOMGO SAUCE,Publix,"condiments, sauces & seasonings"
1079,DWY FAB SFTNR,Kroger,household essentials
1080,PSSTGRAVY,Kroger,"condiments, sauces & seasonings"
1081,PROMTIN,Kroger,not an item
1082,HORMEL SNACKERS,Kroger,"snacks, cookies, & chips"
1083,KRO HMS MDSQ,Kroger,household essentials
1084,DDESSERT SHELLS,Publix,bakery
1085,STDUNSWTNDMMILK,Kroger,dairy
1086,25,Kroger,not an item
1087,CCHERRIIES,Publix,produce
1088,JELLO SFCCHERRY,Publix,"snacks, cookies, & chips"
1089,PBX AMER SHPSNGLS,Publix,dairy
1090,BBARBER CORDON BLEU,Kroger,frozen foods
1091,THAICOCONUTMILK,Publix,dairy
1092,CARD LOVE,Publix,household essentials
1093,VENUS RAZOR,Publix,beauty & grooming
1094,SWEEPSTAKES SEE WEBSITE FOR OFFICIAL,Kroger,not an item
1095,OONLINEEWIC,Kroger,not an item
1096,HTGF CKD SALAMI,Kroger,deli
1097,PORK,Kroger,"meat, seafood, & poultry"
1098,T SAVIG,Kroger,not an item
1099,STO KETCHUP PPC,Kroger,"condiments, sauces & seasonings"
1100,GG CUTDGREEN BEANS,Publix,canned goods & soups
1101,PRMD CRANS LS SGR,Kroger,beverages
1102,AULIFLOWER,Kroger,produce
1103,PREPERATION H,Kroger,health & wellness
